10.25.7.10,25,7,10
10.27.5.20,27,5,20
10.16.7.20,16,7,20
10.23.5.1,23,5,1
10.16.8.20,16,8,20
10.28.5.10,28,5,10
10.31.5.100,31,5,100
10.18.6.1,18,6,1
10.28.6.10,28,6,10
10.31.1.10,31,1,10
10.19.2.1,19,2,1
10.25.7.1,25,7,1
10.18.6.20,18,6,20
10.25.4.100,25,4,100
10.37.5.10,37,5,10
10.24.7.1,24,7,1
10.17.9.10,17,9,10
10.38.8.10,38,8,10
10.15.8.10,15,8,10
10.22.2.20,22,2,20
10.19.3.1,19,3,1
10.36.3.1,36,3,1
10.14.3.100,14,3,100
10.34.9.1,34,9,1
10.32.6.100,32,6,100
10.18.7.1,18,7,1
10.14.9.1,14,9,1
10.19.5.1,19,5,1
10.15.3.20,15,3,20
10.27.5.10,27,5,10
10.13.8.100,13,8,100
10.25.8.20,25,8,20
10.33.4.10,33,4,10
10.23.9.1,23,9,1
10.36.3.100,36,3,100
10.19.4.10,19,4,10
10.33.2.10,33,2,10
10.27.9.10,27,9,10
10.35.8.1,35,8,1
10.31.8.10,31,8,10
10.37.9.100,37,9,100
10.32.7.1,32,7,1
10.18.1.10,18,1,10
10.13.6.100,13,6,100
10.16.3.20,16,3,20
10.33.2.100,33,2,100
10.10.7.1,10,7,1
10.36.5.20,36,5,20
10.22.7.10,22,7,10
10.31.9.10,31,9,10
10.15.5.10,15,5,10
10.28.7.20,28,7,20
10.26.7.100,26,7,100
10.22.1.20,22,1,20
10.14.4.10,14,4,10
10.20.7.1,20,7,1
10.19.8.1,19,8,1
10.15.9.20,15,9,20
10.12.5.20,12,5,20
10.15.5.20,15,5,20
10.17.2.1,17,2,1
10.22.6.1,22,6,1
10.11.7.100,11,7,100
10.17.6.1,17,6,1
10.20.4.1,20,4,1
10.18.2.20,18,2,20
10.10.6.10,10,6,10
10.34.4.1,34,4,1
10.24.3.100,24,3,100
10.15.1.100,15,1,100
10.28.6.20,28,6,20
10.30.4.20,30,4,20
10.12.3.100,12,3,100
10.16.7.100,16,7,100
10.12.4.100,12,4,100
10.12.6.1,12,6,1
10.11.9.10,11,9,10
10.13.9.20,13,9,20
10.32.7.20,32,7,20
10.35.3.10,35,3,10
10.36.5.100,36,5,100
10.39.2.10,39,2,10
10.25.9.20,25,9,20
10.13.8.1,13,8,1
10.15.6.10,15,6,10
10.38.6.20,38,6,20
10.27.8.1,27,8,1
10.23.9.20,23,9,20
10.19.9.20,19,9,20
10.13.7.20,13,7,20
10.15.7.20,15,7,20
10.22.9.100,22,9,100
10.30.4.10,30,4,10
10.37.7.20,37,7,20
10.35.8.100,35,8,100
10.37.8.100,37,8,100
10.33.1.10,33,1,10
10.38.5.10,38,5,10
10.10.1.1,10,1,1
10.12.3.10,12,3,10
10.24.6.20,24,6,20
10.15.8.20,15,8,20
10.25.2.1,25,2,1
10.24.3.20,24,3,20
10.35.1.20,35,1,20
10.36.8.20,36,8,20
10.24.8.1,24,8,1
10.13.7.100,13,7,100
10.12.9.20,12,9,20
10.17.1.20,17,1,20
10.17.3.1,17,3,1
10.16.5.1,16,5,1
10.23.3.10,23,3,10
10.28.4.10,28,4,10
10.32.6.20,32,6,20
10.36.4.20,36,4,20
10.23.4.20,23,4,20
10.13.3.100,13,3,100
10.22.3.10,22,3,10
10.12.2.10,12,2,10
10.20.2.1,20,2,1
10.30.1.10,30,1,10
10.33.9.1,33,9,1
10.15.2.20,15,2,20
10.12.8.20,12,8,20
10.14.7.20,14,7,20
10.22.4.10,22,4,10
10.25.1.1,25,1,1
10.28.2.10,28,2,10
10.33.6.20,33,6,20
10.28.4.100,28,4,100
10.26.9.1,26,9,1
10.12.5.10,12,5,10
10.17.4.10,17,4,10
10.12.8.10,12,8,10
10.22.5.1,22,5,1
10.35.4.1,35,4,1
10.31.7.10,31,7,10
10.14.7.10,14,7,10
10.20.6.20,20,6,20
10.22.6.10,22,6,10
10.23.1.1,23,1,1
10.33.2.1,33,2,1
10.29.9.20,29,9,20
10.25.8.100,25,8,100
10.16.2.1,16,2,1
10.28.2.1,28,2,1
10.30.6.100,30,6,100
10.37.8.10,37,8,10
10.26.8.10,26,8,10
10.19.6.20,19,6,20
10.12.9.1,12,9,1
10.21.1.10,21,1,10
10.32.6.1,32,6,1
10.32.7.100,32,7,100
10.32.3.20,32,3,20
10.11.6.1,11,6,1
10.32.9.100,32,9,100
10.24.7.10,24,7,10
10.38.1.1,38,1,1
10.16.1.1,16,1,1
10.20.2.20,20,2,20
10.24.2.20,24,2,20
10.25.1.20,25,1,20
10.28.7.1,28,7,1
10.18.3.10,18,3,10
10.23.2.10,23,2,10
10.32.6.10,32,6,10
10.36.6.20,36,6,20
10.37.1.10,37,1,10
10.14.3.10,14,3,10
10.39.1.10,39,1,10
10.31.5.10,31,5,10
10.31.2.1,31,2,1
10.10.3.20,10,3,20
10.26.9.10,26,9,10
10.12.7.20,12,7,20
10.32.5.1,32,5,1
10.38.1.100,38,1,100
10.16.7.1,16,7,1
10.36.4.1,36,4,1
10.14.5.1,14,5,1
10.10.8.1,10,8,1
10.29.6.1,29,6,1
10.13.2.1,13,2,1
10.29.1.100,29,1,100
10.33.3.10,33,3,10
10.33.2.20,33,2,20
10.36.9.10,36,9,10
10.19.7.100,19,7,100
10.14.9.20,14,9,20
10.19.1.1,19,1,1
10.34.8.10,34,8,10
10.30.2.1,30,2,1
10.31.6.10,31,6,10
10.39.9.100,39,9,100
10.12.2.1,12,2,1
10.15.9.1,15,9,1
10.13.2.10,13,2,10
10.39.6.1,39,6,1
10.16.4.10,16,4,10
10.11.1.20,11,1,20
10.14.2.1,14,2,1
10.23.7.1,23,7,1
10.29.1.20,29,1,20
10.27.1.10,27,1,10
10.27.9.100,27,9,100
10.34.5.20,34,5,20
10.39.5.100,39,5,100
10.13.8.20,13,8,20
10.27.2.1,27,2,1
10.13.4.100,13,4,100
10.32.1.20,32,1,20
10.32.2.1,32,2,1
10.19.4.1,19,4,1
10.34.2.10,34,2,10
10.33.7.10,33,7,10
10.39.9.20,39,9,20
10.31.9.20,31,9,20
10.21.3.20,21,3,20
10.15.2.10,15,2,10
10.20.5.10,20,5,10
10.19.1.20,19,1,20
10.25.9.10,25,9,10
10.39.4.100,39,4,100
10.31.9.1,31,9,1
10.38.7.20,38,7,20
10.25.5.1,25,5,1
10.31.8.20,31,8,20
10.36.8.10,36,8,10
10.12.2.100,12,2,100
10.36.5.10,36,5,10
10.29.5.1,29,5,1
10.18.8.10,18,8,10
10.39.1.20,39,1,20
10.28.8.10,28,8,10
10.28.1.10,28,1,10
10.30.8.1,30,8,1
10.27.4.100,27,4,100
10.21.2.20,21,2,20
10.12.8.1,12,8,1
10.27.6.20,27,6,20
10.30.2.10,30,2,10
10.26.7.20,26,7,20
10.35.6.20,35,6,20
10.16.3.10,16,3,10
10.24.5.20,24,5,20
10.15.1.10,15,1,10
10.26.5.10,26,5,10
10.29.1.10,29,1,10
10.35.5.20,35,5,20
10.20.4.20,20,4,20
10.31.3.10,31,3,10
10.24.4.20,24,4,20
10.25.1.100,25,1,100
10.38.5.1,38,5,1
10.39.5.10,39,5,10
10.26.8.1,26,8,1
10.17.1.1,17,1,1
10.37.2.10,37,2,10
10.32.1.100,32,1,100
10.12.6.20,12,6,20
10.17.7.10,17,7,10
10.10.5.20,10,5,20
10.29.2.100,29,2,100
10.38.6.10,38,6,10
10.20.8.1,20,8,1
10.26.3.20,26,3,20
10.37.1.20,37,1,20
10.37.4.20,37,4,20
10.26.5.20,26,5,20
10.34.8.100,34,8,100
10.11.4.100,11,4,100
10.11.1.1,11,1,1
10.27.9.1,27,9,1
10.19.8.20,19,8,20
10.38.4.20,38,4,20
10.16.1.100,16,1,100
10.11.7.1,11,7,1
10.27.1.1,27,1,1
10.13.3.1,13,3,1
10.37.7.100,37,7,100
10.30.9.20,30,9,20
10.19.8.10,19,8,10
10.30.3.1,30,3,1
10.35.2.10,35,2,10
10.11.4.20,11,4,20
10.31.1.1,31,1,1
10.15.5.100,15,5,100
10.16.6.100,16,6,100
10.31.8.1,31,8,1
10.37.4.10,37,4,10
10.24.4.10,24,4,10
10.28.5.20,28,5,20
10.23.8.20,23,8,20
10.35.3.20,35,3,20
10.20.5.1,20,5,1
10.19.9.1,19,9,1
10.37.9.10,37,9,10
10.23.9.100,23,9,100
10.17.6.10,17,6,10
10.21.2.1,21,2,1
10.17.3.10,17,3,10
10.31.6.20,31,6,20
10.37.5.1,37,5,1
10.27.2.100,27,2,100
10.34.9.100,34,9,100
10.26.1.100,26,1,100
10.10.7.20,10,7,20
10.36.7.20,36,7,20
10.27.1.100,27,1,100
10.20.9.10,20,9,10
10.22.5.10,22,5,10
10.11.5.10,11,5,10
10.38.3.10,38,3,10
10.31.6.100,31,6,100
10.11.9.1,11,9,1
10.38.3.100,38,3,100
10.39.6.10,39,6,10
10.12.4.10,12,4,10
10.13.9.1,13,9,1
10.30.6.20,30,6,20
10.26.6.20,26,6,20
10.23.3.20,23,3,20
10.18.7.10,18,7,10
10.27.4.1,27,4,1
10.20.3.1,20,3,1
10.13.7.1,13,7,1
10.35.6.10,35,6,10
10.38.7.10,38,7,10
10.27.2.20,27,2,20
10.34.4.100,34,4,100
10.21.9.100,21,9,100
10.39.4.10,39,4,10
10.11.4.10,11,4,10
10.16.1.20,16,1,20
10.11.2.100,11,2,100
10.31.7.1,31,7,1
10.10.4.100,10,4,100
10.14.7.1,14,7,1
10.20.7.20,20,7,20
10.11.2.20,11,2,20
10.11.8.20,11,8,20
10.24.6.1,24,6,1
10.12.1.10,12,1,10
10.18.5.100,18,5,100
10.21.9.10,21,9,10
10.21.5.10,21,5,10
10.14.8.20,14,8,20
10.17.2.10,17,2,10
10.22.9.20,22,9,20
10.23.8.1,23,8,1
10.36.9.20,36,9,20
10.32.4.10,32,4,10
10.25.7.20,25,7,20
10.22.6.100,22,6,100
10.15.7.10,15,7,10
10.14.2.100,14,2,100
10.10.8.20,10,8,20
10.32.1.1,32,1,1
10.20.6.10,20,6,10
10.17.2.20,17,2,20
10.12.7.1,12,7,1
10.30.3.100,30,3,100
10.19.3.10,19,3,10
10.23.7.10,23,7,10
10.18.5.20,18,5,20
10.27.2.10,27,2,10
10.16.8.1,16,8,1
10.26.6.100,26,6,100
10.33.5.20,33,5,20
10.26.9.20,26,9,20
10.30.7.1,30,7,1
10.22.3.1,22,3,1
10.17.9.100,17,9,100
10.24.5.1,24,5,1
10.17.2.100,17,2,100
10.19.1.10,19,1,10
10.13.1.10,13,1,10
10.16.5.10,16,5,10
10.27.3.1,27,3,1
10.34.2.20,34,2,20
10.26.6.1,26,6,1
10.33.7.100,33,7,100
10.26.4.1,26,4,1
10.31.5.20,31,5,20
10.13.6.10,13,6,10
10.32.4.20,32,4,20
10.37.2.20,37,2,20
10.36.8.1,36,8,1
10.38.7.100,38,7,100
10.29.6.10,29,6,10
10.29.3.10,29,3,10
10.27.6.1,27,6,1
10.28.3.1,28,3,1
10.23.9.10,23,9,10
10.12.4.20,12,4,20
10.11.2.1,11,2,1
10.33.7.1,33,7,1
10.29.4.1,29,4,1
10.27.8.20,27,8,20
10.32.9.10,32,9,10
10.11.5.1,11,5,1
10.32.4.100,32,4,100
10.16.3.100,16,3,100
10.33.8.10,33,8,10
10.10.4.10,10,4,10
10.26.5.1,26,5,1
10.28.3.20,28,3,20
10.10.1.100,10,1,100
10.24.5.100,24,5,100
10.34.7.1,34,7,1
10.28.4.1,28,4,1
10.21.5.1,21,5,1
10.25.6.10,25,6,10
10.36.9.1,36,9,1
10.27.7.1,27,7,1
10.34.6.1,34,6,1
10.37.9.20,37,9,20
10.14.4.20,14,4,20
10.13.1.100,13,1,100
10.14.1.100,14,1,100
10.21.4.20,21,4,20
10.22.6.20,22,6,20
10.24.7.20,24,7,20
10.24.9.1,24,9,1
10.35.1.10,35,1,10
10.19.2.20,19,2,20
10.36.7.1,36,7,1
10.17.3.100,17,3,100
10.26.2.10,26,2,10
10.23.4.1,23,4,1
10.34.9.10,34,9,10
10.37.3.10,37,3,10
10.39.2.20,39,2,20
10.35.6.100,35,6,100
10.29.2.1,29,2,1
10.25.8.1,25,8,1
10.30.6.10,30,6,10
10.16.1.10,16,1,10
10.18.2.100,18,2,100
10.31.3.1,31,3,1
10.24.9.20,24,9,20
10.39.3.100,39,3,100
10.11.7.10,11,7,10
10.33.9.10,33,9,10
10.28.1.20,28,1,20
10.16.2.100,16,2,100
10.23.1.10,23,1,10
10.26.1.20,26,1,20
10.19.7.10,19,7,10
10.24.3.10,24,3,10
10.31.8.100,31,8,100
10.29.7.10,29,7,10
10.16.2.20,16,2,20
10.11.3.20,11,3,20
10.15.3.100,15,3,100
10.28.1.1,28,1,1
10.22.2.1,22,2,1
10.35.7.10,35,7,10
10.24.1.1,24,1,1
10.11.6.10,11,6,10
10.19.6.1,19,6,1
10.31.2.20,31,2,20
10.12.4.1,12,4,1
10.30.3.20,30,3,20
10.10.9.100,10,9,100
10.18.2.10,18,2,10
10.12.3.20,12,3,20
10.33.3.100,33,3,100
10.14.5.10,14,5,10
10.31.7.20,31,7,20
10.22.8.1,22,8,1
10.34.2.1,34,2,1
10.18.8.20,18,8,20
10.13.5.100,13,5,100
10.28.4.20,28,4,20
10.17.5.20,17,5,20
10.19.4.20,19,4,20
10.34.3.20,34,3,20
10.16.6.10,16,6,10
10.34.3.10,34,3,10
10.37.2.100,37,2,100
10.15.8.1,15,8,1
10.35.9.20,35,9,20
10.21.8.20,21,8,20
10.24.4.1,24,4,1
10.28.6.100,28,6,100
10.14.2.20,14,2,20
10.39.1.100,39,1,100
10.30.8.10,30,8,10
10.12.1.20,12,1,20
10.29.3.1,29,3,1
10.34.1.20,34,1,20
10.26.4.20,26,4,20
10.37.7.1,37,7,1
10.22.8.20,22,8,20
10.33.6.1,33,6,1
10.13.4.10,13,4,10
10.14.8.1,14,8,1
10.18.6.10,18,6,10
10.26.3.10,26,3,10
10.19.5.100,19,5,100
10.13.6.20,13,6,20
10.16.3.1,16,3,1
10.17.9.1,17,9,1
10.28.5.1,28,5,1
10.12.7.10,12,7,10
10.19.1.100,19,1,100
10.27.7.10,27,7,10
10.10.1.20,10,1,20
10.27.1.20,27,1,20
10.35.5.10,35,5,10
10.35.4.20,35,4,20
10.20.8.100,20,8,100
10.15.4.10,15,4,10
10.20.1.20,20,1,20
10.13.4.1,13,4,1
10.31.4.100,31,4,100
10.27.8.100,27,8,100
10.26.1.1,26,1,1
10.33.3.20,33,3,20
10.15.4.1,15,4,1
10.23.6.100,23,6,100
10.34.1.1,34,1,1
10.27.8.10,27,8,10
10.14.6.1,14,6,1
10.36.2.20,36,2,20
10.21.4.10,21,4,10
10.36.2.1,36,2,1
10.17.6.100,17,6,100
10.33.9.20,33,9,20
10.36.9.100,36,9,100
10.38.1.20,38,1,20
10.19.3.100,19,3,100
10.16.9.1,16,9,1
10.37.3.20,37,3,20
10.36.8.100,36,8,100
10.34.1.100,34,1,100
10.10.4.20,10,4,20
10.22.8.10,22,8,10
10.17.8.10,17,8,10
10.12.6.10,12,6,10
10.39.8.1,39,8,1
10.36.6.100,36,6,100
10.20.1.100,20,1,100
10.23.5.20,23,5,20
10.24.6.10,24,6,10
10.32.3.100,32,3,100
10.35.7.100,35,7,100
10.23.8.10,23,8,10
10.21.3.100,21,3,100
10.24.2.100,24,2,100
10.25.2.20,25,2,20
10.30.3.10,30,3,10
10.30.9.10,30,9,10
10.34.7.10,34,7,10
10.11.1.10,11,1,10
10.25.7.100,25,7,100
10.32.8.100,32,8,100
10.37.2.1,37,2,1
10.28.9.20,28,9,20
10.24.8.10,24,8,10
10.29.8.20,29,8,20
10.28.7.10,28,7,10
10.21.1.20,21,1,20
10.33.5.100,33,5,100
10.21.6.100,21,6,100
10.33.6.10,33,6,10
10.32.3.1,32,3,1
10.35.1.1,35,1,1
10.10.3.100,10,3,100
10.38.4.1,38,4,1
10.23.5.10,23,5,10
10.30.4.1,30,4,1
10.39.1.1,39,1,1
10.30.5.20,30,5,20
10.18.4.10,18,4,10
10.13.7.10,13,7,10
10.36.7.100,36,7,100
10.35.5.100,35,5,100
10.26.8.100,26,8,100
10.16.9.20,16,9,20
10.25.9.1,25,9,1
10.37.6.10,37,6,10
10.38.2.1,38,2,1
10.22.4.20,22,4,20
10.17.1.10,17,1,10
10.28.3.100,28,3,100
10.23.2.100,23,2,100
10.25.2.10,25,2,10
10.32.8.1,32,8,1
10.16.7.10,16,7,10
10.33.7.20,33,7,20
10.31.4.1,31,4,1
10.30.7.10,30,7,10
10.32.2.20,32,2,20
10.36.1.10,36,1,10
10.21.9.20,21,9,20
10.32.7.10,32,7,10
10.10.2.1,10,2,1
10.20.7.10,20,7,10
10.20.2.100,20,2,100
10.39.2.1,39,2,1
10.21.6.20,21,6,20
10.35.3.100,35,3,100
10.25.4.20,25,4,20
10.17.7.20,17,7,20
10.34.9.20,34,9,20
10.32.5.20,32,5,20
10.39.3.1,39,3,1
10.24.7.100,24,7,100
10.22.5.20,22,5,20
10.25.6.20,25,6,20
10.17.5.1,17,5,1
10.20.3.100,20,3,100
10.21.1.1,21,1,1
10.33.1.1,33,1,1
10.28.8.20,28,8,20
10.29.6.20,29,6,20
10.20.6.100,20,6,100
10.35.6.1,35,6,1
10.18.9.10,18,9,10
10.36.6.1,36,6,1
10.39.9.1,39,9,1
10.31.4.20,31,4,20
10.29.1.1,29,1,1
10.10.8.10,10,8,10
10.33.4.20,33,4,20
10.25.3.20,25,3,20
10.34.5.100,34,5,100
10.20.1.1,20,1,1
10.39.9.10,39,9,10
10.30.7.20,30,7,20
10.15.7.1,15,7,1
10.10.2.20,10,2,20
10.29.8.1,29,8,1
10.38.8.1,38,8,1
10.23.6.20,23,6,20
10.35.7.1,35,7,1
10.24.9.100,24,9,100
10.10.6.1,10,6,1
10.21.3.10,21,3,10
10.20.8.20,20,8,20
10.36.1.20,36,1,20
10.15.4.100,15,4,100
10.29.2.10,29,2,10
10.32.3.10,32,3,10
10.23.6.1,23,6,1
10.16.4.20,16,4,20
10.19.9.100,19,9,100
10.23.2.1,23,2,1
10.15.3.1,15,3,1
10.27.3.20,27,3,20
10.23.1.20,23,1,20
10.35.5.1,35,5,1
10.27.3.100,27,3,100
10.25.5.20,25,5,20
10.18.9.20,18,9,20
10.14.1.1,14,1,1
10.29.7.1,29,7,1
10.29.3.100,29,3,100
10.36.4.10,36,4,10
10.36.7.10,36,7,10
10.20.3.20,20,3,20
10.16.5.20,16,5,20
10.14.9.100,14,9,100
10.19.6.100,19,6,100
10.32.8.10,32,8,10
10.29.4.20,29,4,20
